ID,GameFormat,SR,BattingInnings,IsOut,Opposition,Ground,MatchDate,TossResult,MatchTime,isTossWon,Fantasy,isHomeGround,GroundWL,GroundRPO,GroundAvg,TossWL,TossRPO,TossAvg,inningsWL,inningsRPO,inningsAverage,Average,Innings,Centuries,Fifties,Zeros,Consistency,Form,Venue,Opps,MaxTemp,MinTemp,RainProb,MaxWind,WeatherCode,Tournament,BattingOrder,Extracted_IDs
425943,6,0.0,2,1,Hyderabad,Chennai,2011-10-16,bat,day,0,5,0,1.454,7.74,27.44,0.891,7.56,26.59,1.2,7.66,23.86,0.0,0,0,0,0,0.9353,0.9353,1.3382,1.0927,31.9,24.9,0.3,9.8,51.0,Other,3,"432783, 432783, 290630"
425943,6,60.0,2,1,Karnataka,Chennai,2011-10-17,bat,day,0,7,0,1.454,7.74,27.44,0.891,7.56,26.59,1.2,7.66,23.86,3.0,1,0,0,0,1.2373,1.2373,1.6402,1.0927,31.7,25.2,0.7,10.4,51.0,Other,2,"290630, 432783, 432783"
425943,6,75.0,2,1,Hyderabad,Shimoga,2013-03-17,field,day,1,54,0,0.333,7.29,19.0,0.0,7.36,17.92,0.0,7.36,34.75,3.0,2,0,0,0,1.2373,1.2373,1.3382,1.3947,33.4,22.7,0.0,12.4,3.0,Other,1,"432783, 422108, 290630, 432783"
425943,6,102.8571429,2,1,Karnataka,Bhadravati,2013-03-18,field,day,1,-4,0,0.666,6.9,16.58,0.0,6.5,21.9,4.0,6.42,16.0,12.0,3,0,0,0,1.9655,1.9655,1.3382,1.6967,34.2,22.8,0.0,14.3,3.0,Other,1,"422108, 432783, 398439, 290630, 432783"
425943,6,92.30769231,1,1,Goa,Bhadravati,2013-03-22,field,day,0,17,0,0.666,6.9,16.58,0.0,8.21,13.97,4.0,7.7,19.07,9.0,4,0,0,1,1.3883,1.3883,1.3382,1.0927,35.6,21.5,0.0,10.0,1.0,Other,2,"432783, 432783"
425943,6,93.75,2,1,Delhi,Indore,2013-03-26,field,day,1,23,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,9.0,5,0,0,1,1.3883,1.6449,1.3382,1.0927,35.9,21.2,0.0,13.1,3.0,Other,2,"290630, 398439, 625371, 471342, 432783, 554691, 422108, 432783"
425943,6,98.24561404,2,1,Vidarbha,Indore,2013-03-28,bat,day,0,36,0,1.744,7.74,25.41,1.882,8.03,21.01,0.573,8.17,25.66,9.333333333,6,0,0,1,1.3883,2.2221,2.3684,1.0927,35.1,20.6,1.0,18.1,51.0,Other,2,"290630, 481896, 422108, 432783, 398439, 481896, 432783"
425943,6,100.0,2,0,Odisha,Indore,2013-03-29,field,day,1,65,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,11.14285714,7,0,0,1,1.9655,2.2221,2.625,1.0927,33.5,19.8,0.0,18.3,0.0,Other,2,"422108, 290630, 554691, 398439, 432783, 432783, 625371, 497121"
425943,6,102.5862069,2,1,Gujarat,Indore,2013-03-30,field,day,1,72,0,1.744,7.74,25.41,1.653,8.26,22.62,0.573,8.17,25.66,17.0,8,0,0,1,1.9655,2.6483,3.7012,1.0927,33.2,19.9,0.0,13.0,1.0,Other,2,"625371, 432783, 422108, 398439, 290630, 604527, 432783"
425943,6,114.3939394,2,0,Kings XI,Jaipur,2013-04-14,field,night,1,47,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,18.875,9,0,0,1,1.9655,2.6483,1.3382,1.0927,36.2,22.6,0.0,17.2,2.0,IPL,3,277916
425943,6,114.8387097,2,1,RCB,Jaipur,2013-04-29,field,daynight,1,123,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,22.25,10,0,0,1,2.3917,3.5007,2.7618,1.0927,38.8,23.8,0.0,18.2,2.0,IPL,2,"277916, 253802"
425943,6,122.9591837,1,1,KKR,Eden Gardens,2013-05-03,bat,night,1,64,0,1.428,8.06,26.66,0.937,7.81,23.9,0.847,8.19,24.64,26.77777778,11,0,1,1,2.3917,3.5007,1.3382,1.0927,38.2,28.0,0.0,23.9,3.0,IPL,2,277916
425943,6,121.1206897,2,1,Warriors,Jaipur,2013-05-05,bat,night,0,26,1,1.818,7.75,22.72,1.823,8.02,23.75,0.666,7.74,24.99,28.1,12,0,1,1,2.3917,3.5007,3.838,1.0927,41.2,27.2,0.0,15.1,1.0,IPL,3,"272450, 277916"
425943,6,122.2689076,2,0,Kings XI,Mohali,2013-05-09,field,daynight,1,83,0,1.23,8.32,27.96,1.757,8.36,25.29,0.61,8.3,28.75,26.45454545,13,0,1,1,2.3917,3.5007,1.3382,2.5491,38.4,20.8,0.0,17.8,1.0,IPL,2,"277916, 321777"
425943,6,124.7232472,2,1,CSK,Jaipur,2013-05-12,field,night,1,-4,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,30.72727273,14,0,1,1,2.8179,3.5007,4.0946,1.0927,36.3,23.8,0.8,18.6,51.0,IPL,2,"234675, 28081, 277916"
425943,6,122.4637681,2,1,MI,Wankhede,2013-05-15,field,night,1,12,0,1.25,8.23,27.2,1.38,8.43,26.58,0.732,8.32,26.77,28.16666667,15,0,1,2,2.3917,3.5007,1.3382,1.0927,33.5,27.7,0.0,18.1,1.0,IPL,2,"34102, 325026, 277916"
425943,6,122.1428571,2,1,SRH,Hyderabad,2013-05-17,bat,night,0,9,0,1.016,8.12,26.41,1.625,7.94,25.0,0.813,8.08,25.61,26.30769231,16,0,1,2,2.3917,2.6483,1.3382,1.0927,38.4,29.5,0.0,17.3,3.0,IPL,2,"432783, 432783, 277916, 30288"
425943,6,120.9059233,2,1,SRH,Delhi,2013-05-22,bat,night,0,8,0,1.041,7.97,26.06,1.064,7.31,22.35,0.847,7.94,25.34,24.78571429,17,0,1,2,2.3917,2.2221,1.3382,1.3947,43.6,28.4,0.0,22.5,0.0,IPL,3,"277916, 30288"
425943,6,115.9090909,1,1,MI,Eden Gardens,2013-05-24,bat,night,1,-4,0,1.428,8.06,26.66,0.937,7.81,23.9,0.847,8.19,24.64,23.8,18,0,1,2,2.3917,2.0711,3.6142,1.6967,35.8,26.9,2.0,13.8,61.0,IPL,2,"34102, 277916"
425943,6,115.1612903,2,1,MI,Jaipur,2013-09-21,field,night,1,102,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,22.3125,19,0,1,3,2.3917,1.1591,3.925,1.3947,29.3,22.8,4.5,17.9,53.0,Other,2,"34102, 277916"
425943,6,115.1260504,1,1,Lions,Jaipur,2013-09-25,field,night,0,24,1,1.818,7.75,22.72,0.75,7.55,23.29,0.666,7.62,23.87,24.17647059,20,0,2,3,2.3917,2.0711,4.2372,1.0927,29.6,23.6,0.6,14.3,51.0,Other,2,"277916, 379143"
425943,6,114.9456522,2,0,Scorchers,Jaipur,2013-09-29,field,night,1,96,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,23.5,21,0,2,3,2.3917,2.0711,4.2372,1.0927,26.5,23.7,6.7,11.2,61.0,Other,2,"277916, 379143"
425943,6,115.3658537,2,1,Otago,Jaipur,2013-10-01,field,night,1,11,1,1.818,7.75,22.72,1.333,7.57,23.95,0.666,7.74,24.99,26.27777778,22,0,3,3,2.3917,3.0745,4.6634,1.0927,29.3,23.1,0.4,16.9,51.0,Other,2,277916
425943,6,114.354067,1,1,CSK,Jaipur,2013-10-04,field,night,0,19,1,1.818,7.75,22.72,0.75,7.55,23.29,0.666,7.62,23.87,25.15789474,23,0,3,3,2.3917,3.0745,4.2372,1.0927,26.9,21.5,1.2,20.3,53.0,Other,2,"26421, 28081, 277916, 234675"
425943,6,114.2523364,2,1,MI,Delhi,2013-10-06,field,night,1,122,0,1.041,7.97,26.06,1.268,8.38,26.5,0.847,7.94,25.34,24.45,24,0,3,3,2.3917,3.0745,1.7644,2.3795,29.9,22.7,0.6,8.6,51.0,Other,2,"34102, 277916, 325026"
425943,6,119.0889371,2,1,Hyderabad,Visakhapatnam,2014-04-01,field,day,1,26,0,0.755,8.08,21.23,1.0,7.9,23.7,0.926,7.79,21.89,26.14285714,25,0,4,3,2.3917,3.0745,1.3382,2.1229,34.7,26.4,0.0,22.8,1.0,Other,2,"432783, 477021, 432783, 719719"
425943,6,118.697479,2,1,Goa,Visakhapatnam,2014-04-02,field,day,1,23,0,0.755,8.08,21.23,1.0,7.9,23.7,0.926,7.79,21.89,25.68181818,26,0,4,3,2.3917,3.0745,2.3684,1.6967,34.1,26.2,0.0,23.1,1.0,Other,2,"422108, 290630, 432783, 432783, 398439"
425943,6,118.275154,1,1,Karnataka,Visakhapatnam,2014-04-03,bat,day,1,1,0,0.755,8.08,21.23,0.812,7.69,22.03,0.926,8.02,23.39,25.04347826,27,0,4,3,2.3917,2.6483,2.625,1.0927,33.1,25.9,0.0,19.6,1.0,Other,2,"719719, 398439, 290630, 732293, 422108, 477021"
